StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,InjuryStatus,GameID,OpponentID,Opponent,Day,DateTime,HomeOrAway,Games,FantasyPoints,Minutes,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings
817473,93,60010972,1,2022,Michael Durr,IND,C,Prob Wed,36786,187,EMICH,11/9/2021 12:00:00 AM,11/9/2021 6:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817450,98,60008390,1,2022,Justice Sueing,OHIOST,F,Prob Tues,36787,177,AKRON,11/9/2021 12:00:00 AM,11/9/2021 6:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817414,98,60008647,1,2022,Kyle Young,OHIOST,F,Ques Tues,36787,177,AKRON,11/9/2021 12:00:00 AM,11/9/2021 6:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817397,98,60006938,1,2022,Seth Towns,OHIOST,F,Mid Dec,36787,177,AKRON,11/9/2021 12:00:00 AM,11/9/2021 6:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817434,183,60010188,1,2022,AJ Edu,TOLEDO,F,Early Feb,36790,148,VALP,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,AWAY,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817446,148,60020183,1,2022,Connor Barrett,VALP,G,Ques Tues,36790,183,TOLEDO,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817366,148,60008188,1,2022,Kobe King,VALP,G,Mid Dec,36790,183,TOLEDO,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817463,168,60010154,1,2022,Jayce Johnson,SIENA,G,Prob Tues,36791,47,STBON,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,AWAY,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817462,168,60023611,1,2022,Taihland Owens,SIENA,G,Ques Tues,36791,47,STBON,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,AWAY,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817464,168,60008280,1,2022,Anthony Gaines,SIENA,G,Prob Tues,36791,47,STBON,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,AWAY,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817480,47,60009002,1,2022,Jalen Adaway,STBON,G,Out Tues,36791,168,SIENA,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817537,47,60010112,1,2022,Kyle Lofton,STBON,G,Ques Tues,36791,168,SIENA,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817356,92,60020375,1,2022,Ian Martinez,MARY,G,Ques Tues,36792,174,QUIN,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817439,111,60015689,1,2022,Terrence Shannon,TXTECH,G,Out indefinitely,38003,36,NFL,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817385,54,60016700,1,2022,Javonte Perkins,STLOU,G,Out for season,38004,298,CARK,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817361,94,60015698,1,2022,Mason Gillis,PUR,F,Elig Nov 30,38008,1025,BELLA,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817355,24,60023516,1,2022,Mike James,LOU,G,Out for season,38561,305,SOUTH,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817353,24,60019900,1,2022,Gabe Wiznitzer,LOU,C,Out indefinitely,38561,305,SOUTH,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817354,24,60007174,1,2022,Mason Faulkner,LOU,G,Prob Tues,38561,305,SOUTH,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817423,33,60016094,1,2022,Greg Gantt,NCST,F,Ques Tues,38562,257,BUCK,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817386,30,60008489,1,2022,Bourama Sidibe,SYRA,C,Ques Late Nov,38565,266,LAFAY,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817399,30,60010236,1,2022,Buddy Boeheim,SYRA,G,Ques Tues,38565,266,LAFAY,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817398,30,60015970,1,2022,John Bol Ajak,SYRA,C,Ques Tues,38565,266,LAFAY,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817442,28,60009006,1,2022,Nike Sibande,PITT,G,Out for season,38566,288,CITA,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817469,28,60010766,1,2022,Ithiel Horton,PITT,G,Out indefinitely,38566,288,CITA,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817360,28,60010043,1,2022,Jamarius Burton,PITT,G,Late Nov,38566,288,CITA,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817460,21,60021192,1,2022,Puff Johnson,NCAR,G,Ques Tues,38567,262,LOYMD,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817393,26,60023520,1,2022,AJ Griffin,DUKE,F,Late Nov,38570,268,UK,11/9/2021 12:00:00 AM,11/9/2021 9:30:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817468,268,60010748,1,2022,CJ Fredrick,UK,,Doub Tues,38570,26,DUKE,11/9/2021 12:00:00 AM,11/9/2021 9:30:00 PM,AWAY,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817395,58,60015723,1,2022,Bryan Antoine,VILL,G,Mid Nov,38883,226,MSTM,11/9/2021 12:00:00 AM,11/9/2021 4:30:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817481,3,60023420,1,2022,Jordan Hawkins,UCONN,G,Doub Tues,38884,232,CENCON,11/9/2021 12:00:00 AM,11/9/2021 6:30:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817373,3,60023419,1,2022,Rahsool Diggins,UCONN,G,Ques Tues,38884,232,CENCON,11/9/2021 12:00:00 AM,11/9/2021 6:30:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817364,67,60015928,1,2022,Julian Champagnie,STJOHN,G,Out indefinitely,38885,308,MSVLST,11/9/2021 12:00:00 AM,11/9/2021 7:45:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817363,67,60021144,1,2022,Dylan Addae-Wusu,STJOHN,G,Ques Tues,38885,308,MSVLST,11/9/2021 12:00:00 AM,11/9/2021 7:45:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817461,65,60008501,1,2022,Greg Elliott,MARQ,G,Elig Nov 27,38886,244,SIUE,11/9/2021 12:00:00 AM,11/9/2021 8:30:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817435,61,60015967,1,2022,Shereef Mitchell,CREIGH,G,Ques Tues,38887,310,ARPB,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817417,64,60019925,1,2022,Chuck Harris,BUTL,G,Ques Tues,38888,317,IUPUI,11/9/2021 12:00:00 AM,11/9/2021 6:45:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817418,64,60019927,1,2022,Myles Tate,BUTL,G,Out Tues,38888,317,IUPUI,11/9/2021 12:00:00 AM,11/9/2021 6:45:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817416,64,60006653,1,2022,Ty Groce,BUTL,F,Ques Tues,38888,317,IUPUI,11/9/2021 12:00:00 AM,11/9/2021 6:45:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817419,64,60008214,1,2022,Bo Hodges,BUTL,G,Out indefinitely,38888,317,IUPUI,11/9/2021 12:00:00 AM,11/9/2021 6:45:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817433,7,60017255,1,2022,Chandler Lawson,MPHS,F,Out indefinitely,38890,234,TENTCH,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817394,7,60020450,1,2022,Earl Timberlake,MPHS,G,Ques Tues,38890,234,TENTCH,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817384,277,60006819,1,2022,John Fulkerson,TENN,F,Ques Tues,38891,241,TMRT,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817475,267,60010589,1,2022,Keyshawn Bryant,SC,F,Elig Nov 28,38892,43,SCUP,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817426,267,60010590,1,2022,Jermaine Couisnard,SC,G,Ques Tues,38892,43,SCUP,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817352,269,60010309,1,2022,Shareef O'Neal,LSU,F,Out Tues,38893,326,LAMON,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817351,269,60019917,1,2022,Adam Miller,LSU,G,Out for season,38893,326,LAMON,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817350,272,60008336,1,2022,P.J. Horne,GA,F,Out for season,38894,140,FLINT,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817451,271,60010067,1,2022,Keyontae Johnson,FL,F,Ques Tues,38895,130,ELON,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817348,279,60016908,1,2022,Allen Flanigan,AUBRN,G,Late Dec,38896,236,MHST,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817428,276,60020110,1,2022,Jaylin Williams,ARK,F,Ques Tues,38897,284,MERC,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817429,276,60011072,1,2022,Kamani Johnson,ARK,F,Ques Tues,38897,284,MERC,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817346,275,60016752,1,2022,James Rojas,ALA,F,Mid Jan,38898,137,LOUTCH,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817345,275,60020253,1,2022,Nimari Burnett,ALA,G,Out for season,38898,137,LOUTCH,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817380,275,60020370,1,2022,Alex Tchikou,ALA,F,Elig Nov 16,38898,137,LOUTCH,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817344,275,60020366,1,2022,Keon Ambrose Hylton,ALA,F,Ques Tues,38898,137,LOUTCH,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817486,6,60019921,1,2022,Tramon Mark,HOU,G,Ques Tues,38899,128,HOFST,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817452,48,60008105,1,2022,Ira Lee,GEOWS,F,Out for season,38905,225,STFPA,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817457,48,60021166,1,2022,Joe Bamisile,GEOWS,G,Ques Tues,38905,225,STFPA,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817448,48,60010496,1,2022,Ricky Lindo,GEOWS,F,Prob Tues,38905,225,STFPA,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817365,109,60016569,1,2022,Dylan Disu,TX,F,Ques Tues,38906,293,HOUBAP,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817410,215,60010030,1,2022,Devonaire Doutrive,BOISE,G,Ques Tues,38910,348,UTAHV,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817411,215,60010196,1,2022,Max Rice,BOISE,G,Ques Tues,38910,348,UTAHV,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817409,215,60009553,1,2022,Abu Kigab,BOISE,F,Ques Tues,38910,348,UTAHV,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817377,248,60010204,1,2022,Both Gach,UTAH,G,Out indefinitely,38911,296,ABCHR,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817430,334,60019865,1,2022,Dominick Harris,GNZG,G,Ques Thurs,38914,750,DXST,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817422,334,60015669,1,2022,Martynas Arlauskas,GNZG,G,Ques Thurs,38914,750,DXST,11/9/2021 12:00:00 AM,11/9/2021 9:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817441,255,60020122,1,2022,Marcus Bagley,ARZST,F,Ques Tues,38915,340,PORT,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817396,44,60019851,1,2022,Zimi Nwokeji,DAY,F,Ques Tues,38920,157,ILLCHI,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817362,52,60010856,1,2022,Andre Gustavson,RICH,G,Out indefinitely,38925,197,NCC,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817467,336,60008611,1,2022,Richard Harward,BYU,C,Ques Tues,38934,156,CLVST,11/9/2021 12:00:00 AM,11/9/2021 10:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817349,210,60017199,1,2022,Ville Tahvanainen,BRADLY,G,Ques Tues,38935,314,SDKST,11/9/2021 12:00:00 AM,11/9/2021 9:15:00 PM,AWAY,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817347,247,60020374,1,2022,Pelle Larsson,ARZ,G,Prob Tues,39573,79,NARZ,11/9/2021 12:00:00 AM,11/9/2021 10:30:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817420,250,60023214,1,2022,Javon Ruffin,COL,G,Ques Tues,39574,74,MONST,11/9/2021 12:00:00 AM,11/9/2021 10:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817459,212,60010052,1,2022,Jaedon LeDee,SDST,F,Out for season,39576,120,UCRVS,11/9/2021 12:00:00 AM,11/9/2021 10:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817483,216,60010071,1,2022,K.J. Hymes,NEVADA,F,Ques Tues,39577,70,EWASH,11/9/2021 12:00:00 AM,11/9/2021 10:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817357,113,60016432,1,2022,Chris Harris Jr.,OKST,,Ques Tues,39580,325,TXA,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817465,113,60017220,1,2022,Bryce Williams,OKST,G,Out indefinitely,39580,325,TXA,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817358,113,60020260,1,2022,Donovan Williams,OKST,G,Ques Tues,39580,325,TXA,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817424,99,60008284,1,2022,Lat Mayen,NEBR,F,Prob Tues,39586,322,WILL,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817425,99,60009088,1,2022,Kobe Webster,NEBR,G,Ques Tues,39586,322,WILL,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817376,104,60024116,1,2022,Parker Fox,MINNST,F,Out for season,39587,362,UMKC,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817374,104,60016918,1,2022,Isaiah Ihnen,MINNST,F,Out for season,39587,362,UMKC,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817375,104,60017147,1,2022,Sean Sutherlin,MINNST,G,Ques Tues,39587,362,UMKC,11/9/2021 12:00:00 AM,11/9/2021 8:00:00 PM,HOME,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
817412,106,60023178,1,2022,Bobby Pettiford,KAN,G,Ques Tues,39588,97,MST,11/9/2021 12:00:00 AM,11/9/2021 7:00:00 PM,AWAY,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
