PeriodID,GameID,Number,Name,Type,AwayScore,HomeScore
72160,38303,2,2,Half,37,34
72161,40388,2,2,Half,25,30
72162,42019,2,2,Half,44,34
72163,37317,2,2,Half,45,29
72164,42021,2,2,Half,41,51
72165,40387,2,2,Half,38,51
72166,42807,2,2,Half,31,34
72167,42661,2,2,Half,38,28
72168,38304,2,2,Half,35,34
72169,38782,2,2,Half,16,25
72170,37328,2,2,Half,31,44
72171,42020,2,2,Half,38,29
72172,38301,2,2,Half,46,36
72173,37320,2,2,Half,34,34
72174,40386,3,OT,Overtime,10,6
72175,41148,2,2,Half,29,38
72176,38302,2,2,Half,31,39
72177,37894,2,2,Half,34,34
72178,38781,2,2,Half,42,44
72179,37896,1,1,Half,37,38
72180,42024,1,1,Half,34,28
72181,38306,1,1,Half,34,35
72182,37323,1,1,Half,27,31
72183,37318,1,1,Half,25,38
72184,40392,1,1,Half,39,34
72185,42023,1,1,Half,31,38
72186,38305,1,1,Half,30,22
72187,37321,1,1,Half,37,29
72188,42017,1,1,Half,38,21
72189,38304,3,OT,Overtime,10,8
72190,37896,2,2,Half,42,41
72191,42024,2,2,Half,28,29
72192,38306,2,2,Half,36,35
72193,37323,2,2,Half,34,44
72194,37318,2,2,Half,42,42
72195,40392,2,2,Half,48,51
72196,42023,2,2,Half,48,46
72197,38305,2,2,Half,42,40
72198,36657,1,1,Half,17,46
72199,38784,1,1,Half,33,44
72200,37327,1,1,Half,31,34
72201,38783,1,1,Half,30,30
72202,42025,1,1,Half,31,52
72203,42017,2,2,Half,35,42
72204,37321,2,2,Half,33,39
72205,36657,2,2,Half,40,28
72206,38783,2,2,Half,35,43
72207,42027,1,1,Half,31,34
72208,40385,1,1,Half,25,37
72209,42026,1,1,Half,25,33
